       tic                           sectors          t0    t0_sigma          P0    P0_sigma morphology source flag
---------- --------------------------------- ----------- ----------- ----------- ----------- ---------- ------ ----
  27844498                             14-15 1685.938802    0.000455   4.4214428   0.0002056      0.676    LCF     
  27845677                             14-15 1640.338544    0.001631  33.1609400   0.0007072      0.048    LCF     
  27915909                             14-15 1686.647162    0.000498  10.6742332   0.0002509      0.111    LCF     
  28051929                                 3 1534.073456    0.016782  13.6346813   0.0004731      0.153    LCF     
  28157482                                23 1930.492955    0.000204   3.2817358   0.0000381      0.358    LCF     
  28159019                             14-15 1684.494766    0.001022   4.6190430   0.0001440      0.500    LCF     
  28188795                                23 1930.629076    0.001085   1.2694135   0.0000985      0.672    LCF     
  28224552                                17 1766.423571    0.000273   9.9265876   0.0002481      0.123    LCF     
  28230919                             14-15 1687.205174    0.000962   4.8880424   0.0001501      0.227    LCF    A
  28290956                             23-24 1934.144444    0.000627   6.0036044   0.0001329      0.213    LCF     
  28304399                             14-15 1683.972818    0.002721   0.9526907   0.0000295      0.722    LCF     
  28306907                             14-15 1683.222507    0.000062   0.3453998   0.0000060      0.930    LCF     
  28351918                                17 1765.106366    0.000219   0.5150875   0.0000154      0.550    LCF     
  28359831                             14-15 1683.713360    0.012550   0.8905095   0.0000041      0.829    LCF     
  28391714                                17 1765.148356    0.000096   0.9715449   0.0000106      0.592    LCF     
  28449295                             14-15 1684.682719    0.001411   2.3779664   0.0001444      0.279    LCF     
  28498786                                19 1816.277758    0.000418   0.7817808   0.0000206      0.598    LCF     
  28586609                                19 1816.238345    0.000670   3.8666422   0.0001396      0.314    LCF     
  28763683                             17-18 1765.320579    0.000475   0.8917124   0.0000176      0.744    LCF     
  29053989                                18 1792.578009    0.000035   1.3230918   0.0000092      0.543    LCF     
  29478974                                 1 1333.786369    0.000493  12.4532873   0.0003052      0.135    LCF     
  29684896                               8-9 1517.580814    0.008080   1.6053784   0.0003671      0.453    LCF     
  29697290                               8-9 1517.766785    0.003151   0.8352303   0.0000628      0.645    LCF    A
  29706981                                14 1683.746477    0.003685   0.5228847   0.0001793      0.660    LCF     
  29777922                              9-12 1570.600277    0.000105   0.5305975   0.0000006      0.876    LCF     
  29778064                        9-13,27-37 1544.702108    0.002446   0.4946419   0.0000015      0.635    LCF     
  29847695                              3,30 1387.976691    0.006423   4.9983914   0.0000425      0.283    LCF     
  29848012                                 3 1385.847164    0.000013   0.3491737   0.0000005      0.779    LCF    A
  29914747                              9-10 1544.861200    0.000947   0.7713663   0.0000175      0.622    LCF     
  29983149                                11 1598.390804    0.000000   3.8489291   0.0000000      0.316    LCF     
